   203/299     11.5G    0.0147  0.008294 0.0008543   0.02384        61       640    0.9631    0.8765    0.9184    0.6194   0.02734   0.01625  0.005896
   204/299     11.5G   0.01443   0.00824 0.0008446   0.02351        50       640     0.958    0.8767    0.9181    0.6219   0.02722   0.01624  0.006506
   205/299     11.5G   0.01452  0.008438 0.0008011   0.02376        50       640    0.9456    0.8806    0.9171    0.6174   0.02715   0.01611  0.006752
   206/299     11.5G   0.01416  0.008268 0.0009596   0.02339        42       640    0.9246    0.8981    0.9179    0.6198   0.02714   0.01616  0.006785
   207/299     11.5G   0.01401  0.008071 0.0009345   0.02302        36       640    0.9599    0.8726    0.9167    0.6238   0.02712   0.01613  0.008134
   208/299     11.5G   0.01402   0.00826 0.0008704   0.02315        49       640    0.9429    0.8778    0.9136    0.6194   0.02728   0.01594  0.008878
   209/299     11.5G   0.01411  0.008051 0.0008643   0.02302        46       640    0.9709    0.8553    0.9118    0.6182   0.02717   0.01612  0.007765
   210/299     11.5G   0.01375  0.008191 0.0009307   0.02288        47       640    0.9699    0.8563    0.9127    0.6177   0.02736   0.01655  0.007508
   211/299     11.5G    0.0141  0.008139  0.001094   0.02333        51       640    0.9611    0.8634    0.9171    0.6181   0.02741   0.01649  0.007118
   212/299     11.5G   0.01396  0.008278 0.0009229   0.02317        44       640    0.9587    0.8745    0.9162    0.6216   0.02738   0.01629  0.006374
   213/299     11.5G   0.01415  0.008403 0.0009377   0.02349        48       640    0.9464    0.8663    0.9162    0.6193   0.02754   0.01645  0.006171
   214/299     11.5G   0.01407  0.008244 0.0009508   0.02327        52       640    0.9486    0.8748    0.9171    0.6196   0.02722   0.01627  0.006515
   215/299     11.5G    0.0136  0.007937 0.0008471   0.02238        36       640    0.9408    0.8883    0.9188    0.6185   0.02712   0.01616  0.006159
   216/299     11.5G   0.01385   0.00809 0.0008623    0.0228        36       640    0.9482     0.888    0.9168    0.6171   0.02725   0.01637  0.006251
   217/299     11.5G    0.0136  0.007943 0.0009631   0.02251        43       640    0.9578    0.8748    0.9136    0.6149   0.02749   0.01655  0.006243
   218/299     11.5G   0.01392  0.008008  0.000855   0.02278        45       640    0.9571    0.8704    0.9139    0.6148   0.02741   0.01683   0.00711
   219/299     11.5G   0.01366  0.008025 0.0008559   0.02254        42       640    0.9382    0.8799    0.9139    0.6152   0.02735   0.01651  0.007925
   220/299     11.5G   0.01378  0.008025 0.0007899   0.02259        41       640    0.9458    0.8758    0.9156     0.614   0.02732   0.01651  0.006748
   221/299     11.5G   0.01348  0.008004  0.000658   0.02214        56       640    0.9653    0.8629     0.917    0.6195    0.0272   0.01664  0.006443
   222/299     11.5G   0.01351  0.008144 0.0007244   0.02238        51       640     0.975    0.8655    0.9204     0.622   0.02704   0.01636  0.006111
   223/299     11.5G   0.01352  0.008265 0.0008197   0.02261        41       640    0.9295    0.8982     0.923    0.6224   0.02697   0.01634  0.006356
   224/299     11.5G   0.01349  0.007829 0.0009449   0.02227        37       640    0.9445    0.8777    0.9182    0.6219   0.02708   0.01656  0.007098
   225/299     11.5G   0.01315  0.007949 0.0009066   0.02201        43       640    0.9457    0.8686    0.9162    0.6197   0.02709    0.0164  0.008002
   226/299     11.5G    0.0134  0.008019 0.0007632   0.02218        43       640    0.9496    0.8727    0.9166    0.6187   0.02729   0.01649  0.007843
   227/299     11.5G    0.0138  0.008072  0.000822    0.0227        51       640    0.9633    0.8658    0.9164     0.616   0.02734   0.01655  0.007361
   228/299     11.5G    0.0135  0.007891 0.0008196   0.02221        46       640    0.9577    0.8636     0.914     0.615   0.02751   0.01683  0.007104
   229/299     11.5G   0.01336  0.007918 0.0008297   0.02211        42       640    0.9556    0.8686     0.917    0.6145   0.02749   0.01671  0.007587
   230/299     11.5G    0.0132  0.007717 0.0008849    0.0218        41       640    0.9656    0.8615    0.9191    0.6215   0.02724   0.01646  0.006836
   231/299     11.5G   0.01363  0.008174 0.0006434   0.02245        37       640    0.9484    0.8798     0.917    0.6199   0.02718   0.01635  0.007552
   232/299     11.5G   0.01341  0.007858 0.0006609   0.02193        56       640    0.9445     0.887    0.9159    0.6199   0.02716   0.01636  0.007602
   233/299     11.5G   0.01349  0.007909 0.0008267   0.02222        46       640    0.9378    0.8878    0.9131    0.6169   0.02722    0.0164  0.007858
   234/299     11.5G   0.01303   0.00769 0.0007344   0.02145        32       640    0.9498    0.8872    0.9175    0.6199   0.02717   0.01648  0.006878
   235/299     11.5G   0.01313  0.007715  0.000478   0.02132        76       640     0.959    0.8748    0.9143     0.615    0.0271   0.01674  0.006817
   236/299     11.5G   0.01296  0.007603 0.0007034   0.02127        39       640    0.9585    0.8747    0.9157     0.615   0.02723   0.01683  0.006736
   237/299     11.5G   0.01303  0.007829 0.0006923   0.02155        45       640    0.9541    0.8775    0.9168    0.6183   0.02723    0.0169  0.006572
   238/299     11.5G   0.01283  0.007862 0.0006656   0.02136        54       640     0.959    0.8727    0.9172     0.618    0.0271   0.01671  0.006755
   239/299     11.5G    0.0127  0.007582 0.0005946   0.02087        47       640    0.9598    0.8716    0.9161    0.6182   0.02711    0.0168  0.006925
   240/299     11.5G   0.01283  0.007428 0.0005863   0.02084        42       640    0.9517    0.8759     0.916    0.6184   0.02719    0.0169  0.007122
   241/299     11.5G   0.01297  0.007548 0.0007882   0.02131        49       640    0.9574    0.8747    0.9188    0.6178   0.02708   0.01675  0.007145
   242/299     11.5G   0.01254  0.007687 0.0007868   0.02102        51       640    0.9613    0.8768    0.9205    0.6217   0.02695    0.0167  0.007465
   243/299     11.5G   0.01287  0.007443 0.0007757   0.02108        43       640    0.9472    0.8818    0.9188    0.6213   0.02697   0.01679  0.008012
   244/299     11.5G   0.01276  0.007987 0.0007447   0.02149        72       640      0.97    0.8629    0.9181    0.6178   0.02693   0.01683  0.008088
   245/299     11.5G   0.01243  0.007698 0.0007779   0.02091        41       640    0.9579    0.8707    0.9166    0.6158     0.027   0.01686  0.008313
   246/299     11.5G    0.0127  0.007608 0.0009258   0.02123        60       640    0.9496    0.8758     0.915    0.6161   0.02708    0.0168   0.00845
   247/299     11.5G   0.01252  0.007786 0.0006531   0.02096        71       640    0.9497    0.8757    0.9163    0.6124    0.0272   0.01668  0.008416
   248/299     11.5G   0.01241  0.007339 0.0006876   0.02043        45       640    0.9448     0.879    0.9186    0.6185   0.02706   0.01664  0.008303
   249/299     11.5G   0.01262  0.007349 0.0007409   0.02071        32       640     0.948    0.8806     0.919    0.6207   0.02704   0.01662  0.008259
   250/299     11.5G   0.01238  0.007534 0.0006925   0.02061        40       640     0.967    0.8614    0.9189    0.6211   0.02702   0.01669  0.007943
   251/299     11.5G   0.01247  0.007362 0.0006179   0.02045        32       640    0.9424    0.8909    0.9195    0.6218     0.027   0.01672  0.007231
   252/299     11.5G   0.01264  0.007657  0.000669   0.02097        44       640     0.957    0.8798    0.9206    0.6218   0.02703    0.0168  0.006812
   253/299     11.5G   0.01203  0.007274 0.0006318   0.01994        27       640    0.9547    0.8819     0.919    0.6216   0.02704   0.01691  0.006407
   254/299     11.5G    0.0126  0.007531  0.000689   0.02082        45       640     0.949    0.8869    0.9209    0.6234   0.02699   0.01688  0.006675
   255/299     11.5G   0.01263  0.007549 0.0007339   0.02091        53       640    0.9485    0.8879    0.9188    0.6202   0.02712   0.01701  0.006562
   256/299     11.5G   0.01207  0.007404 0.0006423   0.02011        42       640    0.9445    0.8859    0.9145    0.6164   0.02722   0.01715   0.00662
   257/299     11.5G   0.01211  0.007346 0.0006622   0.02012        43       640    0.9436    0.8846    0.9139    0.6148   0.02718    0.0171  0.007258
   258/299     11.5G   0.01272  0.007414 0.0006231   0.02076        48       640    0.9641    0.8687    0.9157    0.6178    0.0271   0.01705  0.007312
   259/299     11.5G   0.01237    0.0072 0.0007588   0.02033        44       640    0.9594    0.8737    0.9172     0.621   0.02707   0.01696  0.007286
   260/299     11.5G   0.01221  0.007445 0.0007079   0.02036        38       640    0.9673    0.8666    0.9187    0.6227   0.02716     0.017  0.007549
   261/299     11.5G   0.01228    0.0074 0.0007026   0.02038        44       640    0.9483    0.8818    0.9165     0.621   0.02706   0.01695  0.007775
   262/299     11.5G   0.01235   0.00726 0.0006854   0.02029        36       640    0.9454    0.8869    0.9149    0.6185   0.02695   0.01708  0.007629
   263/299     11.5G   0.01206  0.007333 0.0007203   0.02011        49       640    0.9507    0.8809    0.9147    0.6216   0.02698   0.01699  0.007792
   264/299     11.5G   0.01235  0.007272 0.0007189   0.02034        48       640    0.9448    0.8871    0.9176    0.6232   0.02708   0.01695  0.007893
   265/299     11.5G   0.01213  0.007176 0.0006038   0.01991        35       640    0.9444    0.8879    0.9187    0.6203   0.02711   0.01712  0.008163
   266/299     11.5G   0.01212  0.007422 0.0006493   0.02019        52       640    0.9677    0.8604    0.9171    0.6201   0.02701   0.01725   0.00809
   267/299     11.5G   0.01192  0.007257 0.0004998   0.01967        45       640    0.9682    0.8583    0.9165    0.6208   0.02692   0.01726  0.008101
   268/299     11.5G   0.01194  0.007248 0.0006898   0.01988        32       640    0.9514    0.8763    0.9168    0.6193   0.02697   0.01729  0.007756
   269/299     11.5G   0.01179  0.006902 0.0005987   0.01929        35       640    0.9553    0.8819    0.9177    0.6206     0.027   0.01726  0.007487
   270/299     11.5G   0.01224  0.007094 0.0006797   0.02001        43       640    0.9519    0.8839    0.9191    0.6227   0.02692   0.01738  0.007172
   271/299     11.5G    0.0121  0.007661 0.0006649   0.02043        42       640    0.9568    0.8768    0.9174    0.6199   0.02692   0.01742   0.00713
   272/299     11.5G   0.01204   0.00729 0.0005812   0.01991        49       640    0.9572    0.8704    0.9156    0.6186   0.02695   0.01739  0.007152
   273/299     11.5G   0.01203  0.007595 0.0005805   0.02021        55       640    0.9508    0.8777    0.9146    0.6185   0.02697   0.01741  0.007177
   274/299     11.5G   0.01185  0.007119 0.0003937   0.01936        34       640    0.9615    0.8696    0.9139     0.619     0.027   0.01745  0.007102
   275/299     11.5G   0.01175   0.00708  0.000519   0.01934        26       640    0.9452    0.8808    0.9163    0.6208   0.02697   0.01737  0.007222
   276/299     11.5G   0.01172  0.007175 0.0004807   0.01937        51       640    0.9555    0.8703    0.9173    0.6222   0.02695   0.01741  0.007157
   277/299     11.5G    0.0119  0.007339 0.0004992   0.01974        47       640    0.9533    0.8722    0.9169    0.6212     0.027    0.0175  0.007085
   278/299     11.5G   0.01166  0.007065 0.0005883   0.01932        37       640    0.9607    0.8635    0.9196    0.6216   0.02707   0.01764  0.006913
   279/299     11.5G   0.01192  0.007145 0.0006908   0.01976        42       640    0.9584    0.8625    0.9206    0.6238   0.02707    0.0176  0.007356
   280/299     11.5G   0.01165  0.007134  0.000512    0.0193        50       640    0.9382    0.8764    0.9188     0.624   0.02702   0.01759  0.007568
   281/299     11.5G   0.01176   0.00726 0.0007991   0.01982        45       640    0.9535    0.8658     0.917    0.6247   0.02697    0.0176  0.007639
   282/299     11.5G   0.01167  0.007174  0.000501   0.01934        50       640    0.9564    0.8644    0.9153    0.6237   0.02701   0.01766  0.007707
   283/299     11.5G   0.01188  0.007302 0.0006617   0.01984        51       640    0.9426    0.8741    0.9161    0.6241   0.02697   0.01765  0.007862
   284/299     11.5G    0.0117   0.00718 0.0006003   0.01948        64       640    0.9429    0.8783    0.9174    0.6248   0.02697   0.01753   0.00801
   285/299     11.5G   0.01165   0.00695  0.000615   0.01922        45       640    0.9373    0.8798    0.9175     0.625     0.027   0.01758  0.008182
   286/299     11.5G   0.01136  0.006966  0.000668   0.01899        49       640    0.9272    0.8919    0.9167    0.6235     0.027   0.01762   0.00822
   287/299     11.5G   0.01185  0.006915 0.0005276   0.01929        40       640    0.9497    0.8717    0.9165    0.6236   0.02693   0.01766  0.008142
   288/299     11.5G   0.01181  0.007303 0.0005734   0.01968        39       640    0.9702    0.8549    0.9155    0.6229   0.02695   0.01769  0.007977
   289/299     11.5G   0.01178  0.007137 0.0005534   0.01947        55       640    0.9426    0.8747    0.9154    0.6252   0.02691   0.01774  0.008018
   290/299     11.5G   0.01166  0.006878 0.0006696   0.01921        32       640      0.96    0.8635    0.9156    0.6243   0.02693   0.01778  0.007855
   291/299     11.5G   0.01177  0.006952 0.0004987   0.01922        46       640     0.961    0.8659    0.9155    0.6216   0.02701    0.0178  0.007777
   292/299     11.5G   0.01155  0.007076 0.0006229   0.01925        47       640    0.9634    0.8645    0.9175     0.621   0.02702   0.01773  0.007751
   293/299     11.5G   0.01143  0.007011 0.0005094   0.01895        41       640    0.9631    0.8697    0.9167    0.6232   0.02705   0.01768  0.007623
   294/299     11.5G   0.01167  0.006961 0.0005502   0.01918        56       640    0.9611    0.8732    0.9171    0.6225    0.0271   0.01775  0.007678
   295/299     11.5G   0.01177   0.00708 0.0005494    0.0194        49       640    0.9538    0.8757    0.9176    0.6236   0.02713    0.0178  0.007549
   296/299     11.5G   0.01128  0.006928 0.0005986   0.01881        52       640    0.9587    0.8675     0.918    0.6234    0.0272   0.01784  0.007521
   297/299     11.5G   0.01104  0.007038 0.0007235    0.0188        38       640    0.9508    0.8726     0.915    0.6223   0.02727   0.01781  0.007516
   298/299     11.5G   0.01116  0.007095 0.0005466   0.01881        41       640    0.9487    0.8732    0.9145    0.6243   0.02724   0.01773  0.007475
   299/299     11.5G   0.01129  0.006874 0.0005617   0.01872        44       640    0.9345    0.8878    0.9145    0.6237   0.02717    0.0177  0.007325
